material a,material b,"p(a,b)",p(a),p(b),PMI
¤Ó¥Õ¯»,²òÂÉ,0.010224949,0.192229039,0.012269939,1.46674615
¤Ó¥Õ¯»,¤z¨©,0.00408998,0.192229039,0.008179959,0.955920527
¤Ó¥Õ¯»,Âû°ª´ö,0.00408998,0.192229039,0.010224949,0.732776975
¤Ó¥Õ¯»,­»Û£,0.034764826,0.192229039,0.149284254,0.19182161
¤Ó¥Õ¯»,¤ô»å,0.00204499,0.192229039,0.00204499,1.649067707
¤Ó¥Õ¯»,«C½µ,0.018404908,0.192229039,0.169734151,0.572548323
¤Ó¥Õ¯»,®ã³½,0.006134969,0.192229039,0.008179959,1.361385635
¤Ó¥Õ¯»,¤j»[,0.061349693,0.192229039,0.300613497,0.059832502
¤Ó¥Õ¯»,Âæªo,0.112474438,0.192229039,0.300613497,0.665968306
¤Ó¥Õ¯»,¯ó½¼,0.00408998,0.192229039,0.012269939,0.550455419
¤Ó¥Õ¯»,­»ªo,0.096114519,0.192229039,0.298568507,0.515608687
¤Ó¥Õ¯»,ÆQ,0.18200409,0.192229039,0.680981595,0.329561587
¤Ó¥Õ¯»,­J´Ô,0.110429448,0.192229039,0.386503067,0.396304739
²òÂÉ,¤Ó¥Õ¯»,0.010224949,0.012269939,0.192229039,1.46674615
²òÂÉ,¤z¨©,0.00204499,0.012269939,0.008179959,3.014308659
²òÂÉ,Âû°ª´ö,0.00204499,0.012269939,0.010224949,2.791165108
²òÂÉ,­»Û£,0.010224949,0.012269939,0.149284254,1.719581492
²òÂÉ,¤ô»å,0.00204499,0.012269939,0.00204499,4.40060302
²òÂÉ,«C½µ,0.00408998,0.012269939,0.169734151,0.674909593
²òÂÉ,®ã³½,0.00204499,0.012269939,0.008179959,3.014308659
²òÂÉ,¤j»[,0.00204499,0.012269939,0.300613497,0.589829567
²òÂÉ,Âæªo,0.010224949,0.012269939,0.300613497,1.019608346
²òÂÉ,¯ó½¼,0.00204499,0.012269939,0.012269939,2.608843551
²òÂÉ,­»ªo,0.006134969,0.012269939,0.298568507,0.515608687
²òÂÉ,ÆQ,0.014314928,0.012269939,0.680981595,0.538370679
²òÂÉ,­J´Ô,0.010224949,0.012269939,0.386503067,0.768293918
¤z¨©,¤Ó¥Õ¯»,0.00408998,0.008179959,0.192229039,0.955920527
¤z¨©,²òÂÉ,0.00204499,0.008179959,0.012269939,3.014308659
¤z¨©,Âû°ª´ö,0.00204499,0.008179959,0.010224949,3.196630216
¤z¨©,­»Û£,0.00204499,0.008179959,0.149284254,0.515608687
¤z¨©,¤ô»å,0.00204499,0.008179959,0.00204499,4.806068128
¤z¨©,«C½µ,0.00408998,0.008179959,0.169734151,1.080374701
¤z¨©,®ã³½,0.00204499,0.008179959,0.008179959,3.419773767
¤z¨©,¤j»[,0.00408998,0.008179959,0.300613497,0.508782722
¤z¨©,Âæªo,0.00204499,0.008179959,0.300613497,0.184364458
¤z¨©,¯ó½¼,0.00204499,0.008179959,0.012269939,3.014308659
¤z¨©,­»ªo,0.006134969,0.008179959,0.298568507,0.921073795
¤z¨©,ÆQ,0.006134969,0.008179959,0.680981595,0.096537927
¤z¨©,­J´Ô,0.00408998,0.008179959,0.386503067,0.257468294
Âû°ª´ö,¤Ó¥Õ¯»,0.00408998,0.010224949,0.192229039,0.732776975
Âû°ª´ö,²òÂÉ,0.00204499,0.010224949,0.012269939,2.791165108
Âû°ª´ö,¤z¨©,0.00204499,0.010224949,0.008179959,3.196630216
Âû°ª´ö,­»Û£,0.006134969,0.010224949,0.149284254,1.391077425
Âû°ª´ö,¤ô»å,0.00204499,0.010224949,0.00204499,4.582924577
Âû°ª´ö,«C½µ,0.00204499,0.010224949,0.169734151,0.164083969
Âû°ª´ö,®ã³½,0.00204499,0.010224949,0.008179959,3.196630216
Âû°ª´ö,¤j»[,0.006134969,0.010224949,0.300613497,0.691104279
Âû°ª´ö,Âæªo,0.00408998,0.010224949,0.300613497,0.285639171
Âû°ª´ö,¯ó½¼,0.00204499,0.010224949,0.012269939,2.791165108
Âû°ª´ö,­»ªo,0.006134969,0.010224949,0.298568507,0.697930244
Âû°ª´ö,ÆQ,0.008179959,0.010224949,0.680981595,0.161076448
Âû°ª´ö,­J´Ô,0.006134969,0.010224949,0.386503067,0.439789851
­»Û£,¤Ó¥Õ¯»,0.034764826,0.149284254,0.192229039,0.19182161
­»Û£,²òÂÉ,0.010224949,0.149284254,0.012269939,1.719581492
­»Û£,¤z¨©,0.00204499,0.149284254,0.008179959,0.515608687
­»Û£,Âû°ª´ö,0.006134969,0.149284254,0.010224949,1.391077425
­»Û£,¤ô»å,0.00204499,0.149284254,0.00204499,1.901903048
­»Û£,«C½µ,0.012269939,0.149284254,0.169734151,0.72517809
­»Û£,®ã³½,0.00408998,0.149284254,0.008179959,1.208755868
­»Û£,¤j»[,0.026584867,0.149284254,0.300613497,0.523580181
­»Û£,Âæªo,0.055214724,0.149284254,0.300613497,0.207307328
­»Û£,¯ó½¼,0.00408998,0.149284254,0.012269939,0.80329076
­»Û£,­»ªo,0.053169734,0.149284254,0.298568507,0.176392965
­»Û£,ÆQ,0.124744376,0.149284254,0.680981595,0.204634423
­»Û£,­J´Ô,0.108384458,0.149284254,0.386503067,0.630447947
¤ô»å,¤Ó¥Õ¯»,0.00204499,0.00204499,0.192229039,1.649067707
¤ô»å,²òÂÉ,0.00204499,0.00204499,0.012269939,4.40060302
¤ô»å,¤z¨©,0.00204499,0.00204499,0.008179959,4.806068128
¤ô»å,Âû°ª´ö,0.00204499,0.00204499,0.010224949,4.582924577
¤ô»å,­»Û£,0.00204499,0.00204499,0.149284254,1.901903048
¤ô»å,«C½µ,0.00204499,0.00204499,0.169734151,1.773521882
¤ô»å,®ã³½,0.00204499,0.00204499,0.008179959,4.806068128
¤ô»å,¤j»[,0.00204499,0.00204499,0.300613497,1.201929903
¤ô»å,Âæªo,0.00204499,0.00204499,0.300613497,1.201929903
¤ô»å,¯ó½¼,0.00204499,0.00204499,0.012269939,4.40060302
¤ô»å,­»ªo,0.00204499,0.00204499,0.298568507,1.208755868
¤ô»å,ÆQ,0.00204499,0.00204499,0.680981595,0.384219999
¤ô»å,­J´Ô,0.00204499,0.00204499,0.386503067,0.950615474
«C½µ,¤Ó¥Õ¯»,0.018404908,0.169734151,0.192229039,0.572548323
«C½µ,²òÂÉ,0.00408998,0.169734151,0.012269939,0.674909593
«C½µ,¤z¨©,0.00408998,0.169734151,0.008179959,1.080374701
«C½µ,Âû°ª´ö,0.00204499,0.169734151,0.010224949,0.164083969
«C½µ,­»Û£,0.012269939,0.169734151,0.149284254,0.72517809
«C½µ,¤ô»å,0.00204499,0.169734151,0.00204499,1.773521882
«C½µ,®ã³½,0.00408998,0.169734151,0.008179959,1.080374701
«C½µ,¤j»[,0.120654397,0.169734151,0.300613497,0.860626739
«C½µ,Âæªo,0.040899796,0.169734151,0.300613497,0.221178432
«C½µ,¯ó½¼,0.00204499,0.169734151,0.012269939,0.018237588
«C½µ,­»ªo,0.085889571,0.169734151,0.298568507,0.527584878
«C½µ,ÆQ,0.102249489,0.169734151,0.680981595,0.122597603
«C½µ,­J´Ô,0.102249489,0.169734151,0.386503067,0.443797872
®ã³½,¤Ó¥Õ¯»,0.006134969,0.008179959,0.192229039,1.361385635
®ã³½,²òÂÉ,0.00204499,0.008179959,0.012269939,3.014308659
®ã³½,¤z¨©,0.00204499,0.008179959,0.008179959,3.419773767
®ã³½,Âû°ª´ö,0.00204499,0.008179959,0.010224949,3.196630216
®ã³½,­»Û£,0.00408998,0.008179959,0.149284254,1.208755868
®ã³½,¤ô»å,0.00204499,0.008179959,0.00204499,4.806068128
®ã³½,«C½µ,0.00408998,0.008179959,0.169734151,1.080374701
®ã³½,¤j»[,0.008179959,0.008179959,0.300613497,1.201929903
®ã³½,Âæªo,0.006134969,0.008179959,0.300613497,0.91424783
®ã³½,¯ó½¼,0.00204499,0.008179959,0.012269939,3.014308659
®ã³½,­»ªo,0.008179959,0.008179959,0.298568507,1.208755868
®ã³½,ÆQ,0.008179959,0.008179959,0.680981595,0.384219999
®ã³½,­J´Ô,0.008179959,0.008179959,0.386503067,0.950615474
¤j»[,¤Ó¥Õ¯»,0.061349693,0.300613497,0.192229039,0.059832502
¤j»[,²òÂÉ,0.00204499,0.300613497,0.012269939,0.589829567
¤j»[,¤z¨©,0.00408998,0.300613497,0.008179959,0.508782722
¤j»[,Âû°ª´ö,0.006134969,0.300613497,0.010224949,0.691104279
¤j»[,­»Û£,0.026584867,0.300613497,0.149284254,0.523580181
¤j»[,¤ô»å,0.00204499,0.300613497,0.00204499,1.201929903
¤j»[,«C½µ,0.120654397,0.300613497,0.169734151,0.860626739
¤j»[,®ã³½,0.008179959,0.300613497,0.008179959,1.201929903
¤j»[,Âæªo,0.085889571,0.300613497,0.300613497,0.050833066
¤j»[,¯ó½¼,0.00204499,0.300613497,0.012269939,0.589829567
¤j»[,­»ªo,0.171779141,0.300613497,0.298568507,0.64914008
¤j»[,ÆQ,0.231083845,0.300613497,0.680981595,0.121175231
¤j»[,­J´Ô,0.212678937,0.300613497,0.386503067,0.604573787
Âæªo,¤Ó¥Õ¯»,0.112474438,0.300613497,0.192229039,0.665968306
Âæªo,²òÂÉ,0.010224949,0.300613497,0.012269939,1.019608346
Âæªo,¤z¨©,0.00204499,0.300613497,0.008179959,0.184364458
Âæªo,Âû°ª´ö,0.00408998,0.300613497,0.010224949,0.285639171
Âæªo,­»Û£,0.055214724,0.300613497,0.149284254,0.207307328
Âæªo,¤ô»å,0.00204499,0.300613497,0.00204499,1.201929903
Âæªo,«C½µ,0.040899796,0.300613497,0.169734151,0.221178432
Âæªo,®ã³½,0.006134969,0.300613497,0.008179959,0.91424783
Âæªo,¤j»[,0.085889571,0.300613497,0.300613497,0.050833066
Âæªo,¯ó½¼,0.00204499,0.300613497,0.012269939,0.589829567
Âæªo,­»ªo,0.100204499,0.300613497,0.298568507,0.110143579
Âæªo,ÆQ,0.218813906,0.300613497,0.680981595,0.066616247
Âæªo,­J´Ô,0.122699387,0.300613497,0.386503067,0.05452745
¯ó½¼,¤Ó¥Õ¯»,0.00408998,0.012269939,0.192229039,0.550455419
¯ó½¼,²òÂÉ,0.00204499,0.012269939,0.012269939,2.608843551
¯ó½¼,¤z¨©,0.00204499,0.012269939,0.008179959,3.014308659
¯ó½¼,Âû°ª´ö,0.00204499,0.012269939,0.010224949,2.791165108
¯ó½¼,­»Û£,0.00408998,0.012269939,0.149284254,0.80329076
¯ó½¼,¤ô»å,0.00204499,0.012269939,0.00204499,4.40060302
¯ó½¼,«C½µ,0.00204499,0.012269939,0.169734151,0.018237588
¯ó½¼,®ã³½,0.00204499,0.012269939,0.008179959,3.014308659
¯ó½¼,¤j»[,0.00204499,0.012269939,0.300613497,0.589829567
¯ó½¼,Âæªo,0.00204499,0.012269939,0.300613497,0.589829567
¯ó½¼,­»ªo,0.00408998,0.012269939,0.298568507,0.110143579
¯ó½¼,ÆQ,0.008179959,0.012269939,0.680981595,0.021245109
¯ó½¼,­J´Ô,0.00204499,0.012269939,0.386503067,0.841143995
­»ªo,¤Ó¥Õ¯»,0.096114519,0.298568507,0.192229039,0.515608687
­»ªo,²òÂÉ,0.006134969,0.298568507,0.012269939,0.515608687
­»ªo,¤z¨©,0.006134969,0.298568507,0.008179959,0.921073795
­»ªo,Âû°ª´ö,0.006134969,0.298568507,0.010224949,0.697930244
­»ªo,­»Û£,0.053169734,0.298568507,0.149284254,0.176392965
­»ªo,¤ô»å,0.00204499,0.298568507,0.00204499,1.208755868
­»ªo,«C½µ,0.085889571,0.298568507,0.169734151,0.527584878
­»ªo,®ã³½,0.008179959,0.298568507,0.008179959,1.208755868
­»ªo,¤j»[,0.171779141,0.298568507,0.300613497,0.64914008
­»ªo,Âæªo,0.100204499,0.298568507,0.300613497,0.110143579
­»ªo,¯ó½¼,0.00408998,0.298568507,0.012269939,0.110143579
­»ªo,ÆQ,0.237218814,0.298568507,0.680981595,0.154203569
­»ªo,­J´Ô,0.194274029,0.298568507,0.386503067,0.520885744
ÆQ,¤Ó¥Õ¯»,0.18200409,0.680981595,0.192229039,0.329561587
ÆQ,²òÂÉ,0.014314928,0.680981595,0.012269939,0.538370679
ÆQ,¤z¨©,0.006134969,0.680981595,0.008179959,0.096537927
ÆQ,Âû°ª´ö,0.008179959,0.680981595,0.010224949,0.161076448
ÆQ,­»Û£,0.124744376,0.680981595,0.149284254,0.204634423
ÆQ,¤ô»å,0.00204499,0.680981595,0.00204499,0.384219999
ÆQ,«C½µ,0.102249489,0.680981595,0.169734151,0.122597603
ÆQ,®ã³½,0.008179959,0.680981595,0.008179959,0.384219999
ÆQ,¤j»[,0.231083845,0.680981595,0.300613497,0.121175231
ÆQ,Âæªo,0.218813906,0.680981595,0.300613497,0.066616247
ÆQ,¯ó½¼,0.008179959,0.680981595,0.012269939,0.021245109
ÆQ,­»ªo,0.237218814,0.680981595,0.298568507,0.154203569
ÆQ,­J´Ô,0.386503067,0.680981595,0.386503067,0.384219999
­J´Ô,¤Ó¥Õ¯»,0.110429448,0.386503067,0.192229039,0.396304739
­J´Ô,²òÂÉ,0.010224949,0.386503067,0.012269939,0.768293918
­J´Ô,¤z¨©,0.00408998,0.386503067,0.008179959,0.257468294
­J´Ô,Âû°ª´ö,0.006134969,0.386503067,0.010224949,0.439789851
­J´Ô,­»Û£,0.108384458,0.386503067,0.149284254,0.630447947
­J´Ô,¤ô»å,0.00204499,0.386503067,0.00204499,0.950615474
­J´Ô,«C½µ,0.102249489,0.386503067,0.169734151,0.443797872
­J´Ô,®ã³½,0.008179959,0.386503067,0.008179959,0.950615474
­J´Ô,¤j»[,0.212678937,0.386503067,0.300613497,0.604573787
­J´Ô,Âæªo,0.122699387,0.386503067,0.300613497,0.05452745
­J´Ô,¯ó½¼,0.00204499,0.386503067,0.012269939,0.841143995
­J´Ô,­»ªo,0.194274029,0.386503067,0.298568507,0.520885744
­J´Ô,ÆQ,0.386503067,0.386503067,0.680981595,0.384219999
¤j¶À¥Ê,¬õ»¶´Ô,0.00204499,0.006134969,0.075664622,1.482832288
¤j¶À¥Ê,»[¤¯,0.00204499,0.006134969,0.024539877,2.608843551
¤j¶À¥Ê,­»ªo,0.00204499,0.006134969,0.298568507,0.110143579
¤j¶À¥Ê,¾L,0.00204499,0.006134969,0.020449898,2.791165108
¤j¶À¥Ê,ÆQ,0.006134969,0.006134969,0.680981595,0.384219999
¤j¶À¥Ê,¿},0.006134969,0.006134969,0.314928425,1.155409887
¬õ»¶´Ô,¤j¶À¥Ê,0.00204499,0.075664622,0.006134969,1.482832288
¬õ»¶´Ô,»[¤¯,0.012269939,0.075664622,0.024539877,1.888297396
¬õ»¶´Ô,­»ªo,0.012269939,0.075664622,0.298568507,0.610402576
¬õ»¶´Ô,¾L,0.00204499,0.075664622,0.020449898,0.278859484
¬õ»¶´Ô,ÆQ,0.040899796,0.075664622,0.680981595,0.23096564
¬õ»¶´Ô,¿},0.036809816,0.075664622,0.314928425,0.434863732
»[¤¯,¤j¶À¥Ê,0.00204499,0.024539877,0.006134969,2.608843551
»[¤¯,¬õ»¶´Ô,0.012269939,0.024539877,0.075664622,1.888297396
»[¤¯,­»ªo,0.00204499,0.024539877,0.298568507,1.276150782
»[¤¯,¾L,0.00204499,0.024539877,0.020449898,1.404870747
»[¤¯,ÆQ,0.016359918,0.024539877,0.680981595,0.021245109
»[¤¯,¿},0.014314928,0.024539877,0.314928425,0.616413386
­»ªo,¤j¶À¥Ê,0.00204499,0.298568507,0.006134969,0.110143579
­»ªo,¬õ»¶´Ô,0.012269939,0.298568507,0.075664622,0.610402576
­»ªo,»[¤¯,0.00204499,0.298568507,0.024539877,1.276150782
­»ªo,¾L,0.010224949,0.298568507,0.020449898,0.515608687
­»ªo,¿},0.100204499,0.298568507,0.314928425,0.063623563
¾L,¤j¶À¥Ê,0.00204499,0.020449898,0.006134969,2.791165108
¾L,¬õ»¶´Ô,0.00204499,0.020449898,0.075664622,0.278859484
¾L,»[¤¯,0.00204499,0.020449898,0.024539877,1.404870747
¾L,­»ªo,0.010224949,0.020449898,0.298568507,0.515608687
¾L,ÆQ,0.020449898,0.020449898,0.680981595,0.384219999
¾L,¿},0.006134969,0.020449898,0.314928425,0.048562917
ÆQ,¤j¶À¥Ê,0.006134969,0.680981595,0.006134969,0.384219999
ÆQ,¬õ»¶´Ô,0.040899796,0.680981595,0.075664622,0.23096564
ÆQ,»[¤¯,0.016359918,0.680981595,0.024539877,0.021245109
ÆQ,¾L,0.020449898,0.680981595,0.020449898,0.384219999
ÆQ,¿},0.229038855,0.680981595,0.314928425,0.065766268
¿},¤j¶À¥Ê,0.006134969,0.314928425,0.006134969,1.155409887
¿},¬õ»¶´Ô,0.036809816,0.314928425,0.075664622,0.434863732
¿},»[¤¯,0.014314928,0.314928425,0.024539877,0.616413386
¿},­»ªo,0.100204499,0.314928425,0.298568507,0.063623563
¿},¾L,0.006134969,0.314928425,0.020449898,0.048562917
¿},ÆQ,0.229038855,0.314928425,0.680981595,0.065766268
«C¦¿µæ,¥Õ¦Ì,0.006134969,0.026584867,0.049079755,1.54797159
«C¦¿µæ,­»Û£,0.008179959,0.026584867,0.149284254,0.723248052
«C¦¿µæ,Á¤,0.012269939,0.026584867,0.392638037,0.161677229
«C¦¿µæ,­»¸z,0.00408998,0.026584867,0.008179959,2.934265951
«C¦¿µæ,¤ô,0.020449898,0.026584867,0.480572597,0.470412711
«C¦¿µæ,»¶´Ô,0.008179959,0.026584867,0.308793456,0.003572344
«C¦¿µæ,¤j»[,0.010224949,0.026584867,0.300613497,0.246418458
«C¦¿µæ,­»ªo,0.012269939,0.026584867,0.298568507,0.43556598
«C¦¿µæ,ÆQ,0.018404908,0.026584867,0.680981595,0.016495219
«C¦¿µæ,­J´Ô,0.018404908,0.026584867,0.386503067,0.582890694
«C¦¿µæ,Âæªo,0.012269939,0.026584867,0.300613497,0.428740014
¥Õ¦Ì,«C¦¿µæ,0.006134969,0.049079755,0.026584867,1.54797159
¥Õ¦Ì,­»Û£,0.008179959,0.049079755,0.149284254,0.110143579
¥Õ¦Ì,Á¤,0.010224949,0.049079755,0.392638037,0.6337488
¥Õ¦Ì,­»¸z,0.00204499,0.049079755,0.008179959,1.628014298
¥Õ¦Ì,¤ô,0.042944785,0.049079755,0.480572597,0.599245583
¥Õ¦Ì,»¶´Ô,0.014314928,0.049079755,0.308793456,0.057061029
¥Õ¦Ì,¤j»[,0.020449898,0.049079755,0.300613497,0.326461165
¥Õ¦Ì,­»ªo,0.016359918,0.049079755,0.298568507,0.110143579
¥Õ¦Ì,ÆQ,0.042944785,0.049079755,0.680981595,0.250688607
¥Õ¦Ì,­J´Ô,0.022494888,0.049079755,0.386503067,0.170456917
¥Õ¦Ì,Âæªo,0.010224949,0.049079755,0.300613497,0.366686015
­»Û£,«C¦¿µæ,0.008179959,0.149284254,0.026584867,0.723248052
­»Û£,¥Õ¦Ì,0.008179959,0.149284254,0.049079755,0.110143579
­»Û£,Á¤,0.057259714,0.149284254,0.392638037,0.023387814
­»Û£,­»¸z,0.00408998,0.149284254,0.008179959,1.208755868
­»Û£,¤ô,0.075664622,0.149284254,0.480572597,0.053235447
­»Û£,»¶´Ô,0.022494888,0.149284254,0.308793456,0.717481516
Á¤,«C¦¿µæ,0.012269939,0.392638037,0.026584867,0.161677229
Á¤,¥Õ¦Ì,0.010224949,0.392638037,0.049079755,0.6337488
Á¤,­»Û£,0.057259714,0.392638037,0.149284254,0.023387814
Á¤,­»¸z,0.00204499,0.392638037,0.008179959,0.451427244
Á¤,¤ô,0.210633947,0.392638037,0.480572597,0.110010592
Á¤,»¶´Ô,0.104294479,0.392638037,0.308793456,0.150587087
Á¤,¤j»[,0.079754601,0.392638037,0.300613497,0.392003823
Á¤,­»ªo,0.108384458,0.392638037,0.298568507,0.078447591
Á¤,ÆQ,0.249488753,0.392638037,0.680981595,0.069254328
Á¤,­J´Ô,0.124744376,0.392638037,0.386503067,0.196006033
Á¤,Âæªo,0.124744376,0.392638037,0.300613497,0.055308395
­»¸z,«C¦¿µæ,0.00408998,0.008179959,0.026584867,2.934265951
­»¸z,¥Õ¦Ì,0.00204499,0.008179959,0.049079755,1.628014298
­»¸z,­»Û£,0.00408998,0.008179959,0.149284254,1.208755868
­»¸z,Á¤,0.00204499,0.008179959,0.392638037,0.451427244
­»¸z,¤ô,0.00204499,0.008179959,0.480572597,0.653517386
­»¸z,»¶´Ô,0.00408998,0.008179959,0.308793456,0.481935472
­»¸z,¤j»[,0.006134969,0.008179959,0.300613497,0.91424783
­»¸z,­»ªo,0.00408998,0.008179959,0.298568507,0.515608687
­»¸z,ÆQ,0.008179959,0.008179959,0.680981595,0.384219999
­»¸z,­J´Ô,0.006134969,0.008179959,0.386503067,0.662933402
­»¸z,Âæªo,0.00204499,0.008179959,0.300613497,0.184364458
¤ô,«C¦¿µæ,0.020449898,0.480572597,0.026584867,0.470412711
¤ô,¥Õ¦Ì,0.042944785,0.480572597,0.049079755,0.599245583
¤ô,­»Û£,0.075664622,0.480572597,0.149284254,0.053235447
¤ô,Á¤,0.210633947,0.480572597,0.392638037,0.110010592
¤ô,­»¸z,0.00204499,0.480572597,0.008179959,0.653517386
¤ô,»¶´Ô,0.116564417,0.480572597,0.308793456,0.241451594
¤ô,¤j»[,0.134969325,0.480572597,0.300613497,0.068000869
¤ô,­»ªo,0.120654397,0.480572597,0.298568507,0.173292202
¤ô,ÆQ,0.327198364,0.480572597,0.680981595,0.000191699
¤ô,­J´Ô,0.175869121,0.480572597,0.386503067,0.054622743
¤ô,Âæªo,0.157464213,0.480572597,0.300613497,0.08614981
»¶´Ô,«C¦¿µæ,0.008179959,0.308793456,0.026584867,0.003572344
»¶´Ô,¥Õ¦Ì,0.014314928,0.308793456,0.049079755,0.057061029
»¶´Ô,­»Û£,0.022494888,0.308793456,0.149284254,0.717481516
»¶´Ô,Á¤,0.104294479,0.308793456,0.392638037,0.150587087
»¶´Ô,­»¸z,0.00408998,0.308793456,0.008179959,0.481935472
»¶´Ô,¤ô,0.116564417,0.308793456,0.480572597,0.241451594
»¶´Ô,¤j»[,0.18404908,0.308793456,0.300613497,0.684459736
»¶´Ô,­»ªo,0.139059305,0.308793456,0.298568507,0.410983736
»¶´Ô,ÆQ,0.233128834,0.308793456,0.680981595,0.103138611
»¶´Ô,­J´Ô,0.17791411,0.308793456,0.386503067,0.399243756
»¶´Ô,Âæªo,0.09406953,0.308793456,0.300613497,0.013291462
¤j»[,«C¦¿µæ,0.010224949,0.300613497,0.026584867,0.246418458
¤j»[,¥Õ¦Ì,0.020449898,0.300613497,0.049079755,0.326461165
¤j»[,Á¤,0.079754601,0.300613497,0.392638037,0.392003823
¤j»[,­»¸z,0.006134969,0.300613497,0.008179959,0.91424783
¤j»[,¤ô,0.134969325,0.300613497,0.480572597,0.068000869
¤j»[,»¶´Ô,0.18404908,0.300613497,0.308793456,0.684459736
­»ªo,«C¦¿µæ,0.012269939,0.298568507,0.026584867,0.43556598
­»ªo,¥Õ¦Ì,0.016359918,0.298568507,0.049079755,0.110143579
­»ªo,Á¤,0.108384458,0.298568507,0.392638037,0.078447591
­»ªo,­»¸z,0.00408998,0.298568507,0.008179959,0.515608687
­»ªo,¤ô,0.120654397,0.298568507,0.480572597,0.173292202
­»ªo,»¶´Ô,0.139059305,0.298568507,0.308793456,0.410983736
ÆQ,«C¦¿µæ,0.018404908,0.680981595,0.026584867,0.016495219
ÆQ,¥Õ¦Ì,0.042944785,0.680981595,0.049079755,0.250688607
ÆQ,Á¤,0.249488753,0.680981595,0.392638037,0.069254328
ÆQ,­»¸z,0.008179959,0.680981595,0.008179959,0.384219999
ÆQ,¤ô,0.327198364,0.680981595,0.480572597,0.000191699
ÆQ,»¶´Ô,0.233128834,0.680981595,0.308793456,0.103138611
­J´Ô,«C¦¿µæ,0.018404908,0.386503067,0.026584867,0.582890694
­J´Ô,¥Õ¦Ì,0.022494888,0.386503067,0.049079755,0.170456917
­J´Ô,Á¤,0.124744376,0.386503067,0.392638037,0.196006033
­J´Ô,­»¸z,0.006134969,0.386503067,0.008179959,0.662933402
­J´Ô,¤ô,0.175869121,0.386503067,0.480572597,0.054622743
­J´Ô,»¶´Ô,0.17791411,0.386503067,0.308793456,0.399243756
Âæªo,«C¦¿µæ,0.012269939,0.300613497,0.026584867,0.428740014
Âæªo,¥Õ¦Ì,0.010224949,0.300613497,0.049079755,0.366686015
Âæªo,Á¤,0.124744376,0.300613497,0.392638037,0.055308395
Âæªo,­»¸z,0.00204499,0.300613497,0.008179959,0.184364458
Âæªo,¤ô,0.157464213,0.300613497,0.480572597,0.08614981
Âæªo,»¶´Ô,0.09406953,0.300613497,0.308793456,0.013291462
¬õÅÚ½³,°¨¹aÁ¦,0.006134969,0.141104294,0.016359918,0.977426732
¬õÅÚ½³,¤ô,0.061349693,0.141104294,0.480572597,0.100132148
¬õÅÚ½³,«Cªá·¦µæ,0.00408998,0.141104294,0.00408998,1.958255985
¬õÅÚ½³,Âæªo,0.040899796,0.141104294,0.300613497,0.036444328
¬õÅÚ½³,¦Ì°s,0.047034765,0.141104294,0.425357873,0.243787879
¬õÅÚ½³,­»ªo,0.055214724,0.141104294,0.298568507,0.270486229
¬õÅÚ½³,¨ýÀM,0.00408998,0.141104294,0.012269939,0.859643696
°¨¹aÁ¦,¬õÅÚ½³,0.006134969,0.016359918,0.141104294,0.977426732
°¨¹aÁ¦,¤ô,0.010224949,0.016359918,0.480572597,0.262773346
°¨¹aÁ¦,«Cªá·¦µæ,0.00204499,0.016359918,0.00408998,3.419773767
°¨¹aÁ¦,Âæªo,0.00408998,0.016359918,0.300613497,0.184364458
°¨¹aÁ¦,¦Ì°s,0.006134969,0.016359918,0.425357873,0.126004843
°¨¹aÁ¦,­»ªo,0.006134969,0.016359918,0.298568507,0.227926615
°¨¹aÁ¦,¨ýÀM,0.00204499,0.016359918,0.012269939,2.321161479
¤ô,¬õÅÚ½³,0.061349693,0.480572597,0.141104294,0.100132148
¤ô,°¨¹aÁ¦,0.010224949,0.480572597,0.016359918,0.262773346
¤ô,«Cªá·¦µæ,0.00204499,0.480572597,0.00408998,0.039629795
¤ô,¦Ì°s,0.226993865,0.480572597,0.425357873,0.104769097
¤ô,¨ýÀM,0.012269939,0.480572597,0.012269939,0.732776975
«Cªá·¦µæ,¬õÅÚ½³,0.00408998,0.00408998,0.141104294,1.958255985
«Cªá·¦µæ,°¨¹aÁ¦,0.00204499,0.00408998,0.016359918,3.419773767
«Cªá·¦µæ,¤ô,0.00204499,0.00408998,0.480572597,0.039629795
«Cªá·¦µæ,Âæªo,0.00204499,0.00408998,0.300613497,0.508782722
«Cªá·¦µæ,¦Ì°s,0.00204499,0.00408998,0.425357873,0.161677229
«Cªá·¦µæ,­»ªo,0.00408998,0.00408998,0.298568507,1.208755868
«Cªá·¦µæ,¨ýÀM,0.00204499,0.00408998,0.012269939,3.70745584
Âæªo,¬õÅÚ½³,0.040899796,0.300613497,0.141104294,0.036444328
Âæªo,°¨¹aÁ¦,0.00408998,0.300613497,0.016359918,0.184364458
Âæªo,«Cªá·¦µæ,0.00204499,0.300613497,0.00408998,0.508782722
Âæªo,¦Ì°s,0.208588957,0.300613497,0.425357873,0.489364636
Âæªo,¨ýÀM,0.010224949,0.300613497,0.012269939,1.019608346
¦Ì°s,¬õÅÚ½³,0.047034765,0.425357873,0.141104294,0.243787879
¦Ì°s,°¨¹aÁ¦,0.006134969,0.425357873,0.016359918,0.126004843
¦Ì°s,¤ô,0.226993865,0.425357873,0.480572597,0.104769097
¦Ì°s,«Cªá·¦µæ,0.00204499,0.425357873,0.00408998,0.161677229
